ticker,Total_Shares,ETF_Count,Holding_ETFs
NCLH,5174514.0,5,"trud可选消费品, 消费电子_非必需XLY, ISCG小型股成长, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型"
RNST,5174057.0,9,"KBE银行, XJR标普小型股, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值, IJS小型股600价值"
CGEM,5173146.0,7,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
APPS,5145920.0,7,"IWC微盘股, xsw软件, XSW软件与服务, IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数, IWC微型股"
CTVA,5135508.0,6,"原材料XLB, 农业和食品KROP, EUSA美国等权重, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, KROP农业科技与食品创新"
SNAP,5130932.0,8,"GXPC通信服务, TECB美国科技突破多行业, ISCG小型股成长, EUSA美国等权重, MILN千禧一代消费者, IGM拓展科技行业, 人工智能与科技AIQ, SOCL社交媒体 ETF"
CCI,5129428.0,6,"EGLE标普 500®美国营收领先, 数据中心及数字基础设施DTCR, EUSA美国等权重, 房地产XLRE, XYLG标普 500备兑看涨期权及成长型, IDGT美国数字基础设施及房地产"
SPM,5128008.0,1,SCZ小型股
PTGX,5127153.0,10,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, IBB纳斯达克生物技术, 生物技术XBI"
TGT,5123705.0,7,"EGLE标普 500®美国营收领先, VLUE美国价值因子, xrt零售, EUSA美国等权重, 日常消费_必需XLP, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
CPRT,5116170.0,8,"EGLE标普 500®美国营收领先, QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 工业XLI, FLAG标普 500美国市场领导者前 50 强, THRO美国主题轮动"
CLDX,5094051.0,5,"IWN罗素 2000 价值, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, 生物技术XBI"
UBSI,5078254.0,6,"SQLT美国小型股质量因子, KBE银行, IWN罗素 2000 价值, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, MDYV中型市值价值"
INVH,5070807.0,6,"EGLE标普 500®美国营收领先, EUSA美国等权重, MILN千禧一代消费者, 房地产XLRE, XYLG标普 500备兑看涨期权及成长型, LGLV美国大盘低波动率指数"
TTI,5061837.0,7,"IWC微盘股, SQLT美国小型股质量因子, IEZ美国石油设备及服务, IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数, IWC微型股"
KGS,5056427.0,9,"SLYG小型股600成长, IEZ美国石油设备及服务, XJR标普小型股, 能源基础设施MLPX, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数"
CDNA,5052334.0,9,"IWC微盘股, SQLT美国小型股质量因子, GNOM基因组学与生物技术, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
SPNT,5051809.0,9,"SLYG小型股600成长, XJR标普小型股, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJT标普小型股600价值"
TENB,5051613.0,8,"xsw软件, XSW软件与服务, TECB美国科技突破多行业, 网络安全BUG, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业, SMLV美国小型股低波动率指数"
CHTR,5050668.0,9,"EGLE标普 500®美国营收领先, VLUE美国价值因子, GXPC通信服务, QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, 通信服务XLC, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
VSTS,5029415.0,5,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
CXW,5028257.0,4,"IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
NEC,5020952.0,1,SCZ小型股
LADR,5019747.0,4,"IWN罗素 2000 价值, 超级股息SDIV, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数"
GPRE,5012971.0,7,"IWC微盘股, XOP石油天然气, IEO美国天然气勘探与生产, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股, ICLN全球清洁能源"
MTO,5011725.0,1,SCZ小型股
TDS,5010534.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
CRC,5007648.0,9,"XOP石油天然气, IEO美国天然气勘探与生产, SQLT美国小型股质量因子, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
EGHT,5000229.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
CNDT,4994373.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
OGN,4984158.0,6,"XJR标普小型股, SPSM小型股, pph制药, ESIX标普小型股, SMLV美国小型股低波动率指数, IJS小型股600价值"
SJVN,4980112.0,1,ICLN全球清洁能源
VNET,4976204.0,1,数据中心及数字基础设施DTCR
ACIW,4970589.0,15,"xsw软件, SLYG小型股600成长, SQLT美国小型股质量因子, XSW软件与服务, XJR标普小型股, TECB美国科技突破多行业, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值, THRO美国主题轮动"
XHR,4968105.0,8,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
SUPR,4965485.0,1,SCZ小型股
OSCR,4962687.0,3,"HEAL健康科技 ETF, IWM罗素小盘股2000指数, IAK美国保险"
MYR,4950029.0,2,"PICK全球金属与采矿, SCZ小型股"
SNPS,4946018.0,18,"SMH 半导体, 科技XLK, xsw软件, smhx无晶圆半导体, QYLG纳斯达克 100®备兑看涨期权及成长型, XSW软件与服务, TYLG信息技术类备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, IYW美国科技, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, 人工智能与科技AIQ, CHPXAI 半导体&量子"
AM,4944402.0,9,"IDEF国防工业主动型, SQLT美国小型股质量因子, MDYG中型成长股, 能源基础设施MLPX, ISCG小型股成长, LNGX美国天然气, IYE美国能源, IFRA 美国基础设施, LGLV美国大盘低波动率指数"
CME,4943222.0,11,"QUAL美国质量因子, EGLE标普 500®美国营收领先, truf金融, DYNF美国股票因子轮动主动型, genz 数字原生经济, EUSA美国等权重, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 金融XLF, THRO美国主题轮动, LGLV美国大盘低波动率指数"
MTCH,4940687.0,7,"FLOW美国现金流之王100, SPSM小型股, IYW美国科技, ISCG小型股成长, IGM拓展科技行业, IJS小型股600价值, SOCL社交媒体 ETF"
BMRN,4926998.0,9,"SQLT美国小型股质量因子, MDYG中型成长股, GNOM基因组学与生物技术, XBI生物科技, ISCG小型股成长, bbh生物科技, MDYV中型市值价值, IBB纳斯达克生物技术, 生物技术XBI"
NMRK,4926464.0,3,"IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数"
MUX,4920932.0,6,"XME金属与矿业, ISCG小型股成长, AUAU黄金矿业, 白银SIL, GOEX黄金勘探者, SCZ小型股"
OBM,4915477.0,1,SCZ小型股
VRTX,4901258.0,16,"QUAL美国质量因子, EGLE标普 500®美国营收领先, truh医疗保健, QYLG纳斯达克 100®备兑看涨期权及成长型, TECB美国科技突破多行业, GNOM基因组学与生物技术, QRMI纳斯达克 100®风险管理收益, XBI生物科技, EUSA美国等权重, KRMA有意识企业, bbh生物科技, USMV美国最小波动率, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, IBB纳斯达克生物技术, 生物技术XBI"
BRKB,4899155.0,5,"QUAL美国质量因子, DYNF美国股票因子轮动主动型, EUSA美国等权重, USMV美国最小波动率, THRO美国主题轮动"
FSLY,4893503.0,6,"IWN罗素 2000 价值, TECB美国科技突破多行业, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业, IDGT美国数字基础设施及房地产"
SOC,4888782.0,5,"IWC微盘股, XOP石油天然气, IEO美国天然气勘探与生产, IWM罗素小盘股2000指数, IWC微型股"
PAGS,4879061.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
SDF,4867616.0,2,"SCZ小型股, SCZ小型股"
FIBK,4855468.0,6,"KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
SRP,4853571.0,2,"IDEF国防工业主动型, SCZ小型股"
FDMT,4850332.0,7,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
AMCR,4849400.0,6,"原材料XLB, VLUE美国价值因子, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, IYJ美国工业, LGLV美国大盘低波动率指数"
OSW,4847532.0,8,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJT标普小型股600价值, SMLV美国小型股低波动率指数"
RGNX,4846343.0,6,"IWN罗素 2000 价值, GNOM基因组学与生物技术, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
PBF,4833845.0,5,"XOP石油天然气, IEO美国天然气勘探与生产, IWN罗素 2000 价值, IWM罗素小盘股2000指数, MDYV中型市值价值"
IONS,4814906.0,6,"DYNF美国股票因子轮动主动型, XBI生物科技, ISCG小型股成长, IWP中型成长股, IBB纳斯达克生物技术, 生物技术XBI"
RC,4813490.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
EVRG,4798648.0,10,"公用事业XLU, EGLE标普 500®美国营收领先, VLUE美国价值因子, POWR美国电力基础设施, MTUM美国动量因子, EUSA美国等权重, IFRA 美国基础设施, XYLG标普 500备兑看涨期权及成长型, 美国电器化ZAP, LGLV美国大盘低波动率指数"
HALO,4786492.0,8,"AGNG老龄化人口, DYNF美国股票因子轮动主动型, MDYG中型成长股, XBI生物科技, ISCG小型股成长, IWP中型成长股, IBB纳斯达克生物技术, 生物技术XBI"
LKQ,4785378.0,5,"SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, IJS小型股600价值, THRO美国主题轮动"
KKR,4777524.0,5,"EGLE标普 500®美国营收领先, truf金融, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 金融XLF"
ADP,4776630.0,13,"QUAL美国质量因子, EGLE标普 500®美国营收领先, QYLG纳斯达克 100®备兑看涨期权及成长型, DYNF美国股票因子轮动主动型, QRMI纳斯达克 100®风险管理收益, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, FLAG标普 500美国市场领导者前 50 强, LGLV美国大盘低波动率指数"
BBT,4774200.0,8,"KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
JANX,4773532.0,7,"IWN罗素 2000 价值, TECB美国科技突破多行业, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
KOD,4768023.0,8,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
AUTO,4756290.0,1,SCZ小型股
AIOT,4754981.0,6,"IWC微盘股, IWN罗素 2000 价值, ISCG小型股成长, HAIL智能出行, IWM罗素小盘股2000指数, IWC微型股"
CNK,4737758.0,7,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
ACGL,4723985.0,9,"QUAL美国质量因子, VLUE美国价值因子, truf金融, EUSA美国等权重, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 金融XLF, IAK美国保险, THRO美国主题轮动"
CRH,4714828.0,7,"EGLE标普 500®美国营收领先, 原材料XLB, DYNF美国股票因子轮动主动型, EUSA美国等权重, IFRA 美国基础设施, XYLG标普 500备兑看涨期权及成长型, IYJ美国工业"
MD,4713118.0,9,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数"
NVRI,4709325.0,9,"IWC微盘股, SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IWC微型股"
FFX,4681624.0,1,SCZ小型股
ALHC,4679515.0,3,"HEAL健康科技 ETF, ISCG小型股成长, IWM罗素小盘股2000指数"
CARR,4679178.0,5,"EGLE标普 500®美国营收领先, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业"
NMIH,4657932.0,10,"SLYG小型股600成长, SQLT美国小型股质量因子, KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数"
SYRE,4646922.0,6,"IWN罗素 2000 价值, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
CAG,4642842.0,3,"EGLE标普 500®美国营收领先, 日常消费_必需XLP, XYLG标普 500备兑看涨期权及成长型"
OABI,4640777.0,5,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, IWC微型股"
KRMN,4640108.0,7,"IDEF国防工业主动型, XAR航空航天与国防, 国防科技 SHLD, ISCG小型股成长, IWP中型成长股, IYJ美国工业, ITA 航空航天与国防"
HYLN,4636254.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
ENVX,4635353.0,3,"CTEC气候科技, ISCG小型股成长, IWM罗素小盘股2000指数"
CNR,4633801.0,7,"XME金属与矿业, IWN罗素 2000 价值, POWR美国电力基础设施, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJS小型股600价值"
DHR,4626730.0,5,"truh医疗保健, EUSA美国等权重, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, LGLV美国大盘低波动率指数"
MFA,4618118.0,3,"IWN罗素 2000 价值, 超级股息SDIV, IWM罗素小盘股2000指数"
EYE,4615789.0,9,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, xrt零售, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值"
EMG,4603388.0,1,SCZ小型股
AVA,4597348.0,12,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, POWR美国电力基础设施, SPSM小型股, IFRA 美国基础设施, IWM罗素小盘股2000指数, IJT标普小型股600价值, 美国电器化ZAP, SMLV美国小型股低波动率指数, IJS小型股600价值, CNRG清洁能源"
ESRT,4596800.0,2,"IWN罗素 2000 价值, IWM罗素小盘股2000指数"
XERS,4596623.0,4,"IWC微盘股, ISCG小型股成长, IWM罗素小盘股2000指数, IWC微型股"
LFST,4594819.0,4,"SQLT美国小型股质量因子, HEAL健康科技 ETF, IWN罗素 2000 价值, IWM罗素小盘股2000指数"
CGON,4587912.0,6,"AGNG老龄化人口, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
INSM,4582264.0,10,"QYLG纳斯达克 100®备兑看涨期权及成长型, DYNF美国股票因子轮动主动型, QRMI纳斯达克 100®风险管理收益, MTUM美国动量因子, XBI生物科技, EUSA美国等权重, bbh生物科技, IWP中型成长股, IBB纳斯达克生物技术, 生物技术XBI"
DHI,4572085.0,8,"QUAL美国质量因子, EGLE标普 500®美国营收领先, VLUE美国价值因子, FLOW美国现金流之王100, trud可选消费品, 消费电子_非必需XLY, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型"
VRNS,4568775.0,7,"xsw软件, XSW软件与服务, TECB美国科技突破多行业, 网络安全BUG, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业"
MET,4560852.0,10,"EGLE标普 500®美国营收领先, VLUE美国价值因子, truf金融, DYNF美国股票因子轮动主动型, EUSA美国等权重, KRMA有意识企业, XYLG标普 500备兑看涨期权及成长型, 金融XLF, IAK美国保险, THRO美国主题轮动"
KN,4560415.0,10,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值"
FUN,4559648.0,8,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值"
RGN,4552252.0,1,SCZ小型股
SLQT,4536474.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
